function,equanimity_subsets,equanimity_subsets_normalized,equanimity_importance,entanglement
1100110010011101,-3.64714,0.520833,0.4375,5
1101110101101011,-1.11589,0.684896,0.5625,6
1101100101011011,-1.50521,0.615885,0.5,7
0111101101011011,-2.07422,0.625,0.4375,6
0010110111010111,-1.79688,0.644531,0.625,6
0100011100001,-2.65755,0.611979,0.4375,7
1101101010101011,-2.42188,0.59375,0.5,7
0110110010001101,-2.6875,0.574219,0.5625,7
1110001010111111,-2.65755,0.611979,0.4375,7
001100110000011,-3.23438,0.554688,0.4375,7
11111001110011,-3.23438,0.554688,0.4375,7
0010110001,-1.41667,0.700521,0.4375,7
1000011111001,-2.10547,0.59375,0.5625,6
100110110001101,-2.58333,0.557292,0.5,8
1011111101001011,-2.51172,0.632812,0.5,5
10011111101001,-2.02214,0.598958,0.5625,8
011010000100011,-1.21354,0.657552,0.625,7
0010010111011,-1.20964,0.638021,0.625,7
010001101100001,-1.50521,0.615885,0.5,7
11000001010001,-2.65755,0.611979,0.4375,7
000011101110011,-2.58333,0.557292,0.5,6
0110110111100011,-0.796875,0.671875,0.625,7
001111101011101,-2.90104,0.563802,0.4375,7
1110110110000001,-2.91667,0.548177,0.5,7
1000110000101011,-2.91797,0.554688,0.5,6
101101011001001,-1.875,0.613281,0.625,8
0001001111001001,-1.52214,0.606771,0.5625,7
0110010100000101,-3.23438,0.554688,0.4375,7
1011111100100111,-3.47005,0.572917,0.375,6
0101100010110011,-2.10417,0.58724,0.5625,8
100010010000011,-1.69922,0.671875,0.5625,7
0011011111011111,-2.22917,0.661458,0.375,6
11000111000011,-3.41797,0.546875,0.5,6
0110001010100111,-2.10417,0.58724,0.5625,8
0111011001000011,-2.10417,0.58724,0.5625,8
000100010111011,-3.41797,0.546875,0.5,6
00010101110111,-3.39583,0.518229,0.4375,7
010111011000111,-2.91797,0.554688,0.5,6
1011100010010011,-2.10417,0.58724,0.5625,8
1010000001010001,-2.07422,0.625,0.4375,6
1100110110111111,-1.97917,0.665365,0.375,6
0010101100001111,-5.125,0.457031,0.375,7
1110110000011001,-1.77083,0.596354,0.5625,7
0100111111001,-3.39583,0.518229,0.4375,7
0010111010000101,-2.02214,0.598958,0.5625,8
1111100110111001,-2.07422,0.625,0.4375,6
0001111010000111,-2.125,0.609375,0.625,7
0011101100100111,-4.23047,0.507812,0.4375,7
0011001000000101,-2.07422,0.625,0.4375,5
0000011010110001,-1.60938,0.632812,0.5625,8
010100001011001,-3.23438,0.554688,0.4375,7
01100011011001,-1.4388,0.611979,0.5625,7
1111110101100001,-3.00521,0.580729,0.5,7
0100111110101011,-2.90104,0.563802,0.4375,7
010111101110001,-1.4388,0.611979,0.5625,7
000011101111101,-3.0638,0.533854,0.4375,6
0001001101100111,-3.5,0.535156,0.5,6
10011000110011,-3.64714,0.520833,0.4375,5
1000111000111011,-2.91797,0.554688,0.5,6
0011011111101001,-1.21354,0.657552,0.625,7
1001000001100001,-1.63672,0.6875,0.625,7
0111100111111111,-1.57422,0.75,0.375,6
1100110110000011,-2.33333,0.561198,0.5,8
0011001110111001,-3.64714,0.520833,0.4375,5
101001011010001,-2.2513,0.572917,0.5,6
011100101111101,-3.71354,0.52474,0.375,5
011000000101111,-2.10547,0.59375,0.5625,8
01001000110111,-4.3138,0.502604,0.4375,7
111100010101011,-2.6888,0.580729,0.5625,7
1001101111001,-2.33333,0.561198,0.5,8
100001000101101,-1.38021,0.658854,0.625,5
11000001100111,-1.8763,0.619792,0.625,7
010000000101011,-2.74089,0.606771,0.4375,7
1000001110000101,-1.50521,0.615885,0.5,7
0101010000000011,-2.07422,0.625,0.4375,5
0101000001000111,-2.90104,0.563802,0.4375,7
1111110111000011,-1.84505,0.651042,0.5,6
1111001011011101,-2.07422,0.625,0.4375,5
0000110010010111,-2.6888,0.580729,0.5625,7
101100111000111,-2.2513,0.572917,0.5,8
0101101111101011,-1.26172,0.664062,0.5,6
01101100101101,-1.70833,0.611979,0.625,7
101000101001,-2.65755,0.611979,0.4375,7
00011100001,-1.16667,0.704427,0.4375,7
00111001101001,-1.29297,0.632812,0.625,8
1000001001101111,-3.10417,0.559896,0.5625,8
10110100011111,-2.10547,0.59375,0.5625,7
11011000001111,-1.77083,0.596354,0.5625,7
011001011111,-2.91667,0.548177,0.5,6
010110110101001,-2.33333,0.561198,0.5,7
111010000000101,-3.23438,0.554688,0.4375,7
01010001110101,-4.3138,0.502604,0.4375,7
11000111101,-2.2513,0.572917,0.5,7
01111001110011,-2.10547,0.59375,0.5625,7
001101010110001,-2.02214,0.598958,0.5625,8
11101101111011,-3.47005,0.572917,0.375,6
000001011000111,-3.23438,0.554688,0.4375,7
0110101111000011,-1.29297,0.632812,0.625,5
100011101111011,-2.08854,0.602865,0.5,7
0111001010101001,-1.875,0.613281,0.625,8
0011010110101101,-1.66797,0.585938,0.5,8
1100010110110001,-2,0.570312,0.5,7
0011110111100011,-1.04688,0.667969,0.625,6
10011101101001,-1.77083,0.596354,0.5625,8
1110111110100111,-1.97917,0.665365,0.375,6
1100111110111,-2.08854,0.602865,0.5,6
00001000000111,-1.97917,0.665365,0.375,6
0110001010010001,-1.38021,0.658854,0.625,5
1100101101011011,-1.50521,0.615885,0.5,7
1111010100001001,-2.91667,0.548177,0.5,6
11111100101,-4.79167,0.466146,0.375,6
1100100011111011,-3.71354,0.52474,0.375,5
000000111001111,-2.6888,0.580729,0.5625,7
1110110010011101,-2.42188,0.59375,0.5,7
00111111011101,-2.31771,0.576823,0.4375,7
101000101110101,-5.125,0.457031,0.375,7
01010111110111,-2.90104,0.563802,0.4375,7
001010011000011,-1.25521,0.690104,0.75,5
011101110110001,-3.0638,0.533854,0.4375,6
001101110111001,-3.64714,0.520833,0.4375,7
0100111100010111,-4.3138,0.502604,0.4375,7
1010000010101,-4.28255,0.533854,0.3125,5
0111101110101001,-1.85938,0.628906,0.5625,8
0110000110100111,-1.70833,0.611979,0.625,6
1010110111110011,-1.26172,0.664062,0.5,6
111001001011,-3.64714,0.520833,0.4375,7
1010001111111011,-3.47005,0.572917,0.375,6
01010000111011,-3.64714,0.520833,0.4375,6
0010101100000011,-4.63021,0.502604,0.375,5
1111000111110001,-5.10938,0.472656,0.3125,4
1110110000101111,-2.31771,0.576823,0.4375,7
0100111101100111,-2.90104,0.563802,0.4375,7
101111111111111,-0.796875,0.824219,0.25,6
1110101000000111,-2.33333,0.561198,0.5,8
1000110111010101,-3.0638,0.533854,0.4375,6
00010100011011,-2.02604,0.61849,0.5625,7
01110000100011,-1.83854,0.606771,0.5,7
010111000111011,-2.2513,0.572917,0.5,7
001010111100101,-2.91667,0.548177,0.5,7
01111010000011,-2.2513,0.572917,0.5,7
0011110001001,-1.60938,0.632812,0.5625,7
111111100000011,-3.64714,0.520833,0.4375,7
1001110100111,-1.52083,0.60026,0.5625,8
0010100000010001,-1.16667,0.704427,0.4375,7
1100000011011011,-3.39583,0.518229,0.4375,7
0100001100001111,-3.64714,0.520833,0.4375,5
1010001101010101,-2,0.570312,0.5,7
10101011001111,-2.02214,0.598958,0.5625,6
1001100010011011,-2,0.570312,0.5,7
0001011011001101,-2.29167,0.598958,0.625,6
110111000111101,-1.83854,0.606771,0.5,8
1001111110000011,-2.83464,0.559896,0.5,7
1111011010111011,-1.75,0.691406,0.4375,6
1000111000010101,-2.2513,0.572917,0.5,8
1000110101010001,-2.2513,0.572917,0.5,7
0011011000110011,-4.3125,0.496094,0.4375,6
0110111111011001,-1.03255,0.690104,0.5625,7
0111100001111,-2.58333,0.557292,0.5,4
0101011110000101,-3.16667,0.544271,0.5,6
1001011000101011,-1.75,0.644531,0.75,7
101000100110001,-3.23438,0.554688,0.4375,7
0000011111111111,-4.28255,0.533854,0.3125,5
10100000011101,-2.90104,0.563802,0.4375,7
1001101000110011,-2.91667,0.548177,0.5,6
101111011010111,-2.07422,0.625,0.4375,7
101111010001,-3.64714,0.520833,0.4375,7
010100011101111,-2.91797,0.554688,0.5,8
0010111001101011,-2.6888,0.580729,0.5625,7
0101000001100101,-3.00521,0.580729,0.5,7
011111001010111,-1.83854,0.606771,0.5,8
0101001100000011,-3.71354,0.52474,0.375,5
0101111000010101,-3.16667,0.544271,0.5,6
1000100001001111,-3.64714,0.520833,0.4375,6
0011110101101,-1.29167,0.626302,0.625,6
1110110010001011,-2.83464,0.559896,0.5,7
1001100010010001,-1.50521,0.615885,0.5,6
1111111001110001,-2.74089,0.606771,0.4375,7
101000001100011,-2.42188,0.59375,0.5,6
000010100100101,-2.88672,0.585938,0.375,5
0110110101,-3.00521,0.580729,0.5,7
000011000001101,-2.07422,0.625,0.4375,7
10110001110011,-2,0.570312,0.5,7
0110111111101101,-1.41667,0.700521,0.4375,7
1001001111100001,-1.70833,0.611979,0.625,7
1000001110110011,-3.39583,0.518229,0.4375,6
0110001001101111,-2.2513,0.572917,0.5,6
01100011111001,-1.52083,0.60026,0.5625,8
1100110010000111,-2.91667,0.548177,0.5,6
0111001011010001,-3.16667,0.544271,0.5,8
1110001011010101,-2.2513,0.572917,0.5,6
010100111100001,-1.66797,0.585938,0.5,8
111101101001111,-1.03255,0.690104,0.5625,7
000100010101,-3.04167,0.622396,0.3125,6
1110000011110001,-4.79167,0.466146,0.375,6
000011101101001,-1.4388,0.611979,0.5625,7
0110000110000001,-1.11589,0.684896,0.5625,6
000011001011,-1.49089,0.638021,0.4375,6
101111100000001,-4.23047,0.507812,0.4375,7
1001001000001011,-2.02604,0.61849,0.5625,7
010111100101111,-2.31771,0.576823,0.4375,5
0000000101011011,-3.48438,0.550781,0.4375,7
100110111011,-2.58333,0.557292,0.5,6
111001011111111,-1.75,0.691406,0.4375,6
000000110110101,-2.42188,0.59375,0.5,6
0001001110001001,-1.83854,0.606771,0.5,6
1111100111,-4.3125,0.496094,0.4375,7
01001,-1.13021,0.815104,0.25,4
1000110100101,-2.42188,0.59375,0.5,6
1110101100100101,-2.02214,0.598958,0.5625,8
0101111100100011,-3.64714,0.520833,0.4375,6
110110100111011,-1.27604,0.641927,0.5625,7
0011100110110101,-2.10547,0.59375,0.5625,6
01111011011011,-1.27604,0.641927,0.5625,7
0100000110000111,-2.02604,0.61849,0.5625,7
100011111001111,-3.00521,0.580729,0.5,7
1010101000100001,-3.23438,0.554688,0.4375,7
110101000001011,-2.02214,0.598958,0.5625,7
0111101001111011,-2.07422,0.625,0.4375,6
000011110100111,-4.79167,0.466146,0.375,6
0110010001001101,-2.83464,0.559896,0.5,6
100000000100001,-0.907552,0.768229,0.375,6
1011001010000111,-1.77083,0.596354,0.5625,8
0110011011010101,-2.02214,0.598958,0.5625,6
0000011011101,-2.02604,0.61849,0.5625,7
0010001100000111,-4.04688,0.515625,0.375,7
1111011001011011,-1.11589,0.684896,0.5625,6
0111010010010011,-1.875,0.613281,0.625,8
1100100111111111,-2.5625,0.652344,0.375,5
0000011000001011,-3.32422,0.59375,0.4375,6
0010000001001,-0.907552,0.768229,0.375,6
0100011010001001,-1.38021,0.658854,0.625,5
00111110011,-2.10547,0.59375,0.5625,8
11001001000011,-3.00521,0.580729,0.5,7
00011000001101,-1.26172,0.664062,0.5,6
1001111011010101,-1.60938,0.632812,0.5625,8
0111110111001,-2.83464,0.559896,0.5,8
0000011000110111,-3.64714,0.520833,0.4375,6
10101011111111,-2.07422,0.625,0.4375,5
000010101100001,-2.07422,0.625,0.4375,5
111101011100011,-2.42188,0.59375,0.5,4
0110110101110001,-2.02214,0.598958,0.5625,7
1101011001011011,-1.21354,0.657552,0.625,7
1000010100101011,-2.10547,0.59375,0.5625,8
00100011,-2.53255,0.690104,0.25,4
101001101001101,-2.125,0.609375,0.625,7
11011101100011,-4.45964,0.481771,0.375,6
0010100011101101,-3.16667,0.544271,0.5,8
1111100100001101,-2.2513,0.572917,0.5,7
001000010001111,-1.79688,0.644531,0.625,6
1011011111010011,-1.84505,0.651042,0.5,7
0100110111101011,-2.08854,0.602865,0.5,7
0011101110010111,-2.60938,0.605469,0.5625,7
1100010110000101,-3.0638,0.533854,0.4375,6
0110100010101,-3.00521,0.580729,0.5,7
0110111010110111,-1.11589,0.684896,0.5625,6
00100011001101,-2.42188,0.59375,0.5,7
1110000010101,-4.29688,0.511719,0.375,7
0000000111101101,-3.64714,0.520833,0.4375,7
100110110111011,-1.04688,0.667969,0.625,6
10000100011011,-2.60938,0.605469,0.5625,7
0001101011001001,-1.29297,0.632812,0.625,8
1010111110100011,-3.71354,0.52474,0.375,5
1000011111001101,-2.91797,0.554688,0.5,8
001011110000001,-4.63021,0.502604,0.375,5
0110111110101011,-2.65755,0.611979,0.4375,7
10101111,-5.10938,0.472656,0.3125,4
010110101111011,-1.60938,0.632812,0.5625,7
0000010111001,-2.07422,0.625,0.4375,5
1011000010010111,-2.10417,0.58724,0.5625,8
100001000001011,-1.03255,0.690104,0.5625,7
011011010101111,-1.79688,0.644531,0.625,6
1001100101000111,-1.54167,0.622396,0.625,7
011111010010011,-2.10547,0.59375,0.5625,8
1011000000100111,-2.2513,0.572917,0.5,8
100011110010001,-3.64714,0.520833,0.4375,6
1011111011,-3.5,0.535156,0.5,6
111111001101001,-3.00521,0.580729,0.5,7
0110011111011011,-1.03255,0.690104,0.5625,7
01010110010111,-2.91667,0.548177,0.5,6
1100100101001,-2.67188,0.589844,0.5,7
001100011011,-4.04688,0.515625,0.375,7
0010000001000101,-1.64583,0.674479,0.375,5
0001010011110101,-4.3125,0.496094,0.4375,7
1010010111011011,-1.04688,0.667969,0.625,6
1001111001011111,-1.92839,0.645833,0.5,7
0100110011110001,-2.58333,0.557292,0.5,8
0011001011110111,-4.29688,0.511719,0.375,7
101101010001011,-1.875,0.613281,0.625,8
0110000001100101,-2.08854,0.602865,0.5,6
100001010001101,-1.04688,0.667969,0.625,6
1000001101101,-0.984375,0.683594,0.6875,7
1010110100000111,-2.91667,0.548177,0.5,6
1001011001111101,-1.25521,0.690104,0.75,5
1000010011111001,-3.10417,0.559896,0.5625,8
1110100100111,-1.875,0.613281,0.625,8
0111110111101,-2.08854,0.602865,0.5,7
1101100100110101,-2.02214,0.598958,0.5625,8
010000101110011,-2.2513,0.572917,0.5,8
1111000100000101,-3.0638,0.533854,0.4375,6
1000101000010101,-1.50521,0.615885,0.5,6
0100111000001111,-4.79167,0.466146,0.375,6
0100110001111011,-2.2513,0.572917,0.5,7
11000010011111,-1.875,0.613281,0.625,7
00111010100011,-2.2513,0.572917,0.5,8
10011101111111,-2.07422,0.625,0.4375,7
0001110101010111,-4.23047,0.507812,0.4375,7
100101110011111,-1.38021,0.658854,0.625,6
0011000000110101,-3.71354,0.52474,0.375,5
0010110100011001,-2.02214,0.598958,0.5625,8
1000001110000111,-2.2513,0.572917,0.5,6
1001110011111011,-1.92839,0.645833,0.5,7
010111010100101,-2.58333,0.557292,0.5,8
1111000110101011,-2.31771,0.576823,0.4375,7
001001010101,-1.84505,0.651042,0.5,6
1111100101100101,-1.85938,0.628906,0.5625,8
00101010010111,-1.66797,0.585938,0.5,8
000010010010011,-1.69922,0.671875,0.5625,7
10101000101,-4.28255,0.533854,0.3125,5
111111100101101,-2.07422,0.625,0.4375,6
10101110100011,-4.79167,0.466146,0.375,6
1111001101101,-2.6888,0.580729,0.5625,7
0010111111001011,-2.67188,0.589844,0.5,7
0111111110001,-3.64714,0.520833,0.4375,5
0111000100011111,-2.91797,0.554688,0.5,6
11111010001111,-2.08854,0.602865,0.5,6
0010110001011011,-1.54167,0.622396,0.625,8
0110110001100111,-1.4388,0.611979,0.5625,7
0001010100111101,-3.72917,0.509115,0.4375,6
1100100111010001,-2.33333,0.561198,0.5,8
0100011111111001,-1.60938,0.632812,0.5625,8
00101000011111,-2.2513,0.572917,0.5,6
0110001001010111,-2.33333,0.561198,0.5,8
0110011111101,-1.4388,0.611979,0.5625,7
0010100100111,-1.60938,0.632812,0.5625,7
0000111011011111,-4.29688,0.511719,0.375,7
11111010000001,-3.64714,0.520833,0.4375,5
1000111101110001,-1.52214,0.606771,0.5625,7
010011110010011,-2.91667,0.548177,0.5,7
001001100011101,-2.83464,0.559896,0.5,8
1001110110000101,-2.58333,0.557292,0.5,8
0000011111001011,-2.91667,0.548177,0.5,6
1010100001101001,-1.8763,0.619792,0.625,7
101001000011111,-1.77083,0.596354,0.5625,8
101100111110001,-3.64714,0.520833,0.4375,6
11110100010101,-4.79167,0.466146,0.375,6
1011110101001,-2.6875,0.574219,0.5625,7
01100110010111,-1.77083,0.596354,0.5625,7
0001101110000001,-2.08854,0.602865,0.5,7
0101010101000101,-5.85547,0.429688,0.3125,5
000101001001,-1.41667,0.700521,0.4375,7
0100100100011001,-1.60938,0.632812,0.5625,7
1000100110110101,-1.52083,0.60026,0.5625,8
011101110001101,-2.83464,0.559896,0.5,7
10100000101011,-3.71354,0.52474,0.375,5
0111010100100111,-3.0638,0.533854,0.4375,6
1101101100010011,-3.0638,0.533854,0.4375,6
1001001111000001,-1.52214,0.606771,0.5625,7
001011100100001,-2.08854,0.602865,0.5,7
0000111101000001,-3.23438,0.554688,0.4375,7
101111000001001,-2.02214,0.598958,0.5625,8
01010100111001,-3.64714,0.520833,0.4375,6
000011111011011,-2.10547,0.59375,0.5625,7
011101110101111,-2.07422,0.625,0.4375,7
0000100000001001,-1.72005,0.729167,0.3125,6
110100000101,-4.28255,0.533854,0.3125,5
1001010011011101,-3.5013,0.541667,0.5,6
110111011001101,-1.83854,0.606771,0.5,7
1100110101110001,-2.2513,0.572917,0.5,8
10101100011101,-2,0.570312,0.5,7
101000011011001,-3.5013,0.541667,0.5,6
1110101101111111,-0.907552,0.768229,0.375,6
11011000010011,-3.64714,0.520833,0.4375,7
0101100011001,-2.90104,0.563802,0.4375,7
0011011000011,-1.60938,0.632812,0.5625,8
1110110111001111,-2.5625,0.652344,0.375,5
1001111110101101,-1.92839,0.645833,0.5,7
0000001100111111,-5.375,0.453125,0.375,5
1101101010000101,-1.54167,0.622396,0.625,7
11111001101,-4.3125,0.496094,0.4375,7
0100111101101101,-3.00521,0.580729,0.5,7
00000100111111,-4.45964,0.481771,0.375,6
0001110001111011,-2.10547,0.59375,0.5625,8
1110001110010011,-2.10547,0.59375,0.5625,7
10110001110101,-2.91667,0.548177,0.5,7
0010101,-2.53255,0.690104,0.25,4
0111011110110101,-2.65755,0.611979,0.4375,7
1110011100101101,-1.60938,0.632812,0.5625,8
1010001000000011,-2.88672,0.585938,0.375,6
01011011000111,-2.10417,0.58724,0.5625,8
0110010010001101,-2.02214,0.598958,0.5625,7
0111001000011001,-2.02214,0.598958,0.5625,7
0100110111001111,-4.63021,0.502604,0.375,5
0101101100100111,-2.60547,0.585938,0.5625,7
1111010100111111,-1.64583,0.674479,0.375,6
00011011110011,-2,0.570312,0.5,7
1010111001011101,-1.83854,0.606771,0.5,4
011010010110001,-1.0638,0.658854,0.6875,6
0011010001010101,-3.64714,0.520833,0.4375,7
000001110010101,-3.23438,0.554688,0.4375,7
010101101100001,-1.4388,0.611979,0.5625,7
1110110010000011,-2.10417,0.58724,0.5625,6
0000001010111011,-5.04297,0.46875,0.375,6
000001010000011,-2.5625,0.652344,0.375,5
0010000000101111,-3.71354,0.52474,0.375,5
1011011010101,-3.10417,0.559896,0.5625,8
01001000111011,-4.23047,0.507812,0.4375,7
1100010100001101,-3.64714,0.520833,0.4375,6
00110111000001,-3.71354,0.52474,0.375,5
1001001001000001,-1.05339,0.700521,0.625,6
00001101010001,-3.47005,0.572917,0.375,6
1000110001110011,-1.52083,0.60026,0.5625,6
0011110101000001,-2.60547,0.585938,0.5625,7
11001110011111,-2.42188,0.59375,0.5,7
11100011101001,-2.10417,0.58724,0.5625,8
1001110100111001,-1.52214,0.606771,0.5625,7
0010010001101101,-2.10547,0.59375,0.5625,7
1101101011110101,-1.84505,0.651042,0.5,6
0011100010000011,-1.38021,0.658854,0.625,5
11111010110011,-3.71354,0.52474,0.375,5
1001101011111,-2.91797,0.554688,0.5,8
0110101100011001,-1.875,0.613281,0.625,8
111001100001001,-2.02214,0.598958,0.5625,8
11011110111111,-2.5625,0.652344,0.375,5
101110010001,-3.23438,0.554688,0.4375,7
100100000100011,-1.03255,0.690104,0.5625,7
101001110110111,-1.60938,0.632812,0.5625,8
11100100000001,-2.88672,0.585938,0.375,6
11000001010011,-2.67188,0.589844,0.5,7
001110101001011,-1.47917,0.638021,0.6875,8
00000110100011,-2.65755,0.611979,0.4375,7
0010011001011,-0.796875,0.671875,0.625,7
010101001100101,-2.2513,0.572917,0.5,8
101011000001011,-1.29297,0.632812,0.625,8
0101111101111111,-2.53255,0.690104,0.25,4
1001101101101111,-1.69922,0.671875,0.5625,7
010001011101001,-2.10547,0.59375,0.5625,8
110111011111111,-1.72005,0.729167,0.3125,6
011111000101111,-1.83854,0.606771,0.5,7
110000110000111,-2.02214,0.598958,0.5625,6
01111010100001,-1.8763,0.619792,0.625,7
1000111111001111,-4.28255,0.533854,0.3125,5
1100000010001011,-2.31771,0.576823,0.4375,7
1010001001,-1.97917,0.665365,0.375,6
0001101101111,-1.52083,0.60026,0.5625,8
0111001000111101,-2.02214,0.598958,0.5625,8
1011001011101101,-2.02604,0.61849,0.5625,7
0100010011011101,-5.375,0.453125,0.375,5
1110000101011101,-2.02214,0.598958,0.5625,8
011111010001111,-2.02604,0.61849,0.5625,7
1001011101100001,-1.75,0.644531,0.75,7
001110001101101,-2.10417,0.58724,0.5625,8
1111111010111011,-1.72005,0.729167,0.3125,6
1100000011101101,-4.3125,0.496094,0.4375,7
0011100011110101,-2.83464,0.559896,0.5,6
1101000101011,-2.83464,0.559896,0.5,8
001000101011001,-4.63021,0.502604,0.375,5
100100101011111,-2.60547,0.585938,0.5625,7
00001100110111,-4.45964,0.481771,0.375,6
10000000010011,-2.5625,0.652344,0.375,5
010100010101,-4.28255,0.533854,0.3125,5
1001100110001011,-2,0.570312,0.5,7
10001101110011,-4.79167,0.466146,0.375,6
011011111001101,-1.79688,0.644531,0.625,6
1110100111111011,-1.75,0.691406,0.4375,6
1111101110101101,-1.41667,0.700521,0.4375,7
01101110011,-2.2513,0.572917,0.5,6
0111100110011111,-1.05339,0.700521,0.625,6
0101010010110111,-2.83464,0.559896,0.5,8
0111010001010101,-4.79167,0.466146,0.375,6
01110011011,-3.64714,0.520833,0.4375,6
10101000011101,-2.2513,0.572917,0.5,6
0010110001011,-1.27604,0.641927,0.5625,7
00110101000101,-3.23438,0.554688,0.4375,7
010100101001111,-1.29167,0.626302,0.625,6
111000100111101,-2.83464,0.559896,0.5,8
10000111001011,-1.8763,0.619792,0.625,7
0010111101110111,-2.88672,0.585938,0.375,6
1000000111111111,-4.29688,0.511719,0.375,6
1111111101111,-2.5625,0.652344,0.375,5
1101011111111101,-1.57422,0.75,0.375,6
10001001100111,-2.10547,0.59375,0.5625,7
0101000000011101,-2.90104,0.563802,0.4375,7
1100001111011001,-1.4388,0.611979,0.5625,7
0001110100011011,-3.39583,0.518229,0.4375,7
000000000111001,-3.04167,0.622396,0.3125,6
1011011010110011,-3.00521,0.580729,0.5,7
1000011101110101,-2.10547,0.59375,0.5625,6
000110010000101,-2.07422,0.625,0.4375,5
0011110000100001,-1.60938,0.632812,0.5625,7
1111111111011,-3.04167,0.622396,0.3125,6
0111001111010001,-3.64714,0.520833,0.4375,6
00000001001011,-1.41667,0.700521,0.4375,7
0100110001010011,-2.2513,0.572917,0.5,6
011011001000101,-2.6888,0.580729,0.5625,7
1011101011101111,-2.5625,0.652344,0.375,5
1010011100111101,-1.60938,0.632812,0.5625,8
1011000011011011,-2.83464,0.559896,0.5,6
111000111011011,-1.79688,0.644531,0.625,6
0010101000000101,-2.07422,0.625,0.4375,6
0110101001011,-1.4388,0.611979,0.5625,7
1100010011011111,-4.29688,0.511719,0.375,7
0101001101010101,-4.79167,0.466146,0.375,6
1100001011101101,-2.6888,0.580729,0.5625,7
01011110110011,-3.64714,0.520833,0.4375,7
1111100101110111,-1.75,0.691406,0.4375,6
000011100000111,-5.10938,0.472656,0.3125,4
1111011101001001,-2.60938,0.605469,0.5625,7
01100010100011,-1.60938,0.632812,0.5625,7
001011101100111,-3.64714,0.520833,0.4375,6
0110010001011111,-2.83464,0.559896,0.5,6
1110101100100011,-3.64714,0.520833,0.4375,6
1111011110111,-2.65755,0.611979,0.4375,7
1001111011111111,-1.57422,0.75,0.375,6
11101000111111,-4.63021,0.502604,0.375,5
0111001001001101,-1.52083,0.60026,0.5625,8
0101100101111101,-2.67188,0.589844,0.5,7
00111101001101,-2.33333,0.561198,0.5,7
0101100111011011,-1.83854,0.606771,0.5,6
1100110010101101,-3.64714,0.520833,0.4375,7
011111100100111,-2.31771,0.576823,0.4375,7
000111000000111,-2.90104,0.563802,0.4375,7
0000100001011011,-2.90104,0.563802,0.4375,7
1101001011111,-3.5013,0.541667,0.5,7
111111001111,-5.10938,0.472656,0.3125,4
110001011010001,-1.66797,0.585938,0.5,8
1001000111,-2.07422,0.625,0.4375,5
1111110111111,-3.04167,0.622396,0.3125,6
1000101011101011,-4.3138,0.502604,0.4375,7
111111101110001,-3.47005,0.572917,0.375,6
0000110010100011,-2.08854,0.602865,0.5,6
1001001011111001,-2.6263,0.596354,0.625,6
00000000100111,-2.5625,0.652344,0.375,5
0100001011000101,-2.08854,0.602865,0.5,7
101001101000001,-2.67188,0.589844,0.5,7
0101010001111001,-3.10417,0.559896,0.5625,8
110001011110011,-2.2513,0.572917,0.5,7
0111100110110011,-2.60938,0.605469,0.5625,7
101001111001,-2.02214,0.598958,0.5625,8
000011100011111,-3.39583,0.518229,0.4375,6
0101100100001101,-2.83464,0.559896,0.5,6
1101010110000111,-2.2513,0.572917,0.5,7
101101010001,-3.48438,0.550781,0.4375,7
111000011111011,-2.60938,0.605469,0.5625,7
110100101010111,-2.02214,0.598958,0.5625,8
110000001000001,-1.97917,0.665365,0.375,6
0100000000010101,-2.5625,0.652344,0.375,5
1101001011000001,-2.10547,0.59375,0.5625,7
0011001001111111,-4.04688,0.515625,0.375,7
0111111010000111,-1.38021,0.658854,0.625,6
1101110000000001,-3.23438,0.554688,0.4375,7
0110111100011101,-3.00521,0.580729,0.5,7
1110000101010101,-2.91667,0.548177,0.5,6
0001011101010001,-4.3138,0.502604,0.4375,7
1001010101111101,-2.60938,0.605469,0.5625,7
0110101111010001,-1.29297,0.632812,0.625,8
111111100010001,-4.45964,0.481771,0.375,6
1001111100001001,-3.91667,0.520833,0.5,5
1001010100001101,-2.91797,0.554688,0.5,8
1100011100010011,-2.58333,0.557292,0.5,8
1010101011011111,-2.88672,0.585938,0.375,5
0111100000000011,-1.60938,0.632812,0.5625,7
110011001000101,-4.45964,0.481771,0.375,6
001011111110001,-2.2513,0.572917,0.5,6
00111100011001,-1.4388,0.611979,0.5625,7
111111101000011,-3.00521,0.580729,0.5,7
101010111100011,-2.10547,0.59375,0.5625,8
0011101001001011,-2.10417,0.58724,0.5625,8
00110100001,-1.97917,0.665365,0.375,6
1110001011001111,-2.31771,0.576823,0.4375,7
10010000110111,-3.64714,0.520833,0.4375,6
010100001100111,-3.0638,0.533854,0.4375,6
100111111111001,-1.26172,0.664062,0.5,6
1010000110100111,-2.33333,0.561198,0.5,7
011101010001001,-3.5013,0.541667,0.5,6
0001100110100011,-2.02214,0.598958,0.5625,8
1000001001011101,-2.10547,0.59375,0.5625,7
11001010101001,-2.60547,0.585938,0.5625,7
0001101011101101,-1.8763,0.619792,0.625,7
100010100001101,-2.90104,0.563802,0.4375,7
01110000010001,-2.88672,0.585938,0.375,6
00011000111,-1.84505,0.651042,0.5,7
010110001110001,-2.02214,0.598958,0.5625,8
1111001001001011,-1.52214,0.606771,0.5625,7
0001111101000011,-3.5,0.535156,0.5,6
1101111111110111,-0.796875,0.824219,0.25,6
0100011100101101,-2.6875,0.574219,0.5625,7
