function,equanimity_subsets,equanimity_subsets_normalized,equanimity_importance,entanglement
1111011000111,-2.6888,0.580729,0.5625,7
1010101001011101,-1.66797,0.585938,0.5,5
11100111101011,-2.08854,0.602865,0.5,7
00000101000101,-2.5625,0.652344,0.375,5
0111000000101,-2.07422,0.625,0.4375,7
0101100110001101,-2.10417,0.58724,0.5625,8
1011110001110111,-1.26172,0.664062,0.5,6
0010111011110001,-1.4388,0.611979,0.5625,7
1011111100001001,-4.3138,0.502604,0.4375,7
0110100111010001,-1.47917,0.638021,0.6875,8
01111011111011,-1.26172,0.664062,0.5,6
1111001101011001,-2.42188,0.59375,0.5,4
110010100010111,-3.16667,0.544271,0.5,8
0101000010101111,-2.58333,0.557292,0.5,4
0000010000000111,-3.04167,0.622396,0.3125,6
1010111001011011,-1.60938,0.632812,0.5625,7
110001111011111,-1.03255,0.690104,0.5625,7
11101000001001,-2.42188,0.59375,0.5,6
000001010011101,-2.08854,0.602865,0.5,6
110101011111001,-2.90104,0.563802,0.4375,7
0001100001000111,-1.85938,0.628906,0.5625,8
111111110001111,-2.5625,0.652344,0.375,5
01001110100011,-4.23047,0.507812,0.4375,7
11010101001,-3.23438,0.554688,0.4375,7
1100110011000111,-3.64714,0.520833,0.4375,5
110010011101001,-1.70833,0.611979,0.625,7
001001101101011,-1.29167,0.626302,0.625,6
110001100111,-2.10547,0.59375,0.5625,8
0110110010011001,-1.0625,0.652344,0.6875,7
1111011011001,-3.5013,0.541667,0.5,6
11000111110111,-2.67188,0.589844,0.5,7
0111000100101,-2.08854,0.602865,0.5,7
0000011111100101,-2.33333,0.561198,0.5,8
0011100010010111,-1.47917,0.638021,0.6875,8
11001110111011,-4.63021,0.502604,0.375,5
0001111111011001,-1.83854,0.606771,0.5,8
000100011100011,-1.60938,0.632812,0.5625,7
1011011101010001,-3.5013,0.541667,0.5,6
10101001111011,-2.83464,0.559896,0.5,6
011011000110011,-1.52083,0.60026,0.5625,6
0110010011001,-2.67188,0.589844,0.5,7
1101000111110111,-3.47005,0.572917,0.375,6
011110001000011,-1.0013,0.674479,0.75,6
0110101111100111,-1.11589,0.684896,0.5625,6
010111110011011,-2.42188,0.59375,0.5,6
10001111001001,-2.83464,0.559896,0.5,8
0110101111001111,-1.92839,0.645833,0.5,7
0101101110111,-1.4388,0.611979,0.5625,7
10011010000011,-2.42188,0.59375,0.5,6
0000101010101,-3.47005,0.572917,0.375,6
01110110010001,-3.0638,0.533854,0.4375,6
1000010110011011,-1.77083,0.596354,0.5625,8
0010010101000111,-2.83464,0.559896,0.5,8
1100010111001101,-4.45964,0.481771,0.375,6
01111101011101,-3.23438,0.554688,0.4375,7
01101100100101,-1.8138,0.635417,0.6875,7
0101011001011111,-3.23438,0.554688,0.4375,7
010001000111001,-2.31771,0.576823,0.4375,7
100110111001011,-1.0638,0.658854,0.6875,6
0011101001111,-2.33333,0.561198,0.5,8
010010100101101,-1.66797,0.585938,0.5,5
011011000111101,-1.4388,0.611979,0.5625,7
00011111000101,-3.64714,0.520833,0.4375,6
1011010101110001,-3.5013,0.541667,0.5,6
010110100111011,-1.4388,0.611979,0.5625,7
0000010110110001,-2.31771,0.576823,0.4375,7
110101111000011,-2.02214,0.598958,0.5625,6
1000000100010011,-2.07422,0.625,0.4375,7
1001010111001111,-2.42188,0.59375,0.5,6
0011011111110111,-3.04167,0.622396,0.3125,6
1000001111010011,-2,0.570312,0.5,7
0101110010101001,-1.29167,0.626302,0.625,6
0011111100010011,-5.04297,0.46875,0.375,6
0010001011010001,-2.08854,0.602865,0.5,6
1100000001000101,-2.88672,0.585938,0.375,6
1100111111011,-2.90104,0.563802,0.4375,7
0001010100110101,-4.45964,0.481771,0.375,6
000111100000001,-2.65755,0.611979,0.4375,7
0100111101101,-2.10417,0.58724,0.5625,8
1100000011001,-4.28255,0.533854,0.3125,5
001011010001101,-1.8763,0.619792,0.625,7
1101111110101,-3.23438,0.554688,0.4375,7
1011100101111,-2.02214,0.598958,0.5625,8
0000111001101,-2.02604,0.61849,0.5625,7
0001010110101,-1.25521,0.619792,0.5,6
1000101101101101,-1.8763,0.619792,0.625,7
011101100101011,-2.2513,0.572917,0.5,6
1110010000011001,-1.20964,0.638021,0.625,7
110010011101111,-2.60938,0.605469,0.5625,7
0001100111010011,-2.10417,0.58724,0.5625,8
111001100101011,-1.4388,0.611979,0.5625,7
1001110011100011,-1.0638,0.658854,0.6875,6
1001000001001101,-2.02604,0.61849,0.5625,7
1011100010101101,-2.2513,0.572917,0.5,7
010001101101101,-1.77083,0.596354,0.5625,8
10000111000111,-1.79297,0.625,0.625,7
0001111001011011,-2.10547,0.59375,0.5625,7
1111000111111111,-2.53255,0.690104,0.25,4
111001,-3.04167,0.622396,0.3125,6
101100011100101,-1.77083,0.596354,0.5625,8
110111010001101,-2.2513,0.572917,0.5,7
1110010100111011,-1.27604,0.641927,0.5625,7
1111010110000111,-1.83854,0.606771,0.5,7
0011000110101001,-2.2513,0.572917,0.5,7
0111010011011111,-2.65755,0.611979,0.4375,7
0101101001100011,-1.29167,0.626302,0.625,6
1000110100100111,-2.58333,0.557292,0.5,5
110011101101101,-2.90104,0.563802,0.4375,7
1001011001011101,-1.8138,0.635417,0.6875,7
0100011100010011,-3.64714,0.520833,0.4375,6
000000100011001,-3.04167,0.622396,0.3125,6
1111010001110011,-3.23438,0.554688,0.4375,7
111100100011011,-2.83464,0.559896,0.5,6
111111100011,-4.45964,0.481771,0.375,6
001101111111011,-2.07422,0.625,0.4375,7
100011110000111,-5.375,0.453125,0.375,7
100000000100011,-1.41667,0.700521,0.4375,7
100011001001,-2.07422,0.625,0.4375,7
0011000101010001,-4.29688,0.511719,0.375,7
010100110000101,-2.31771,0.576823,0.4375,7
00101001011001,-0.796875,0.671875,0.625,7
011010000001011,-0.671875,0.703125,0.75,6
1100110000010111,-2.33333,0.561198,0.5,7
1001001111101101,-1.21354,0.657552,0.625,7
101001000010101,-2.42188,0.59375,0.5,7
0111110011010101,-3.00521,0.580729,0.5,7
0011111101011111,-3.04167,0.622396,0.3125,6
111001011101,-3.5,0.535156,0.5,6
011111111111111,-0.546875,0.828125,0.25,6
1000101011001111,-4.45964,0.481771,0.375,4
1011010001100101,-1.70833,0.611979,0.625,7
0000011111111,-1.52083,0.60026,0.5625,6
0000100111010111,-3.10417,0.559896,0.5625,8
110001010110001,-1.4388,0.611979,0.5625,7
00000100000011,-2.53255,0.690104,0.25,4
110111110000011,-4.23047,0.507812,0.4375,7
1000100011111101,-4.45964,0.481771,0.375,6
110010101,-3.47005,0.572917,0.375,6
01001100110111,-5.125,0.457031,0.375,7
1000111100010101,-3.39583,0.518229,0.4375,7
000100011100101,-1.50521,0.615885,0.5,7
001001000110101,-1.60938,0.632812,0.5625,8
0101100001110001,-2.83464,0.559896,0.5,6
1011001001100101,-1.70833,0.611979,0.625,6
1101010110011101,-2.90104,0.563802,0.4375,7
10010101111101,-2.83464,0.559896,0.5,8
111100011111111,-2.5625,0.652344,0.375,5
0001101000111111,-3.64714,0.520833,0.4375,6
0101101010110111,-1.38021,0.658854,0.625,5
011011111101111,-1.35417,0.716146,0.5,7
0010100010011011,-2.6888,0.580729,0.5625,7
0001101000100111,-2.60547,0.585938,0.5625,7
1010010001101001,-1.0013,0.674479,0.75,6
1111001011111101,-2.5625,0.652344,0.375,5
110111111,-4.79167,0.466146,0.375,6
111011011001111,-1.63672,0.6875,0.625,7
0101001000011,-1.26172,0.664062,0.5,6
1010111011110111,-1.64583,0.674479,0.375,5
0100010011000101,-4.29688,0.511719,0.375,7
100111110011001,-2.83464,0.559896,0.5,8
0110111001101111,-2.07422,0.625,0.4375,6
01011101010001,-5.04297,0.46875,0.375,6
0110000101,-1.75,0.691406,0.4375,6
100001001100111,-4.23047,0.507812,0.4375,7
0001011001100111,-2.29167,0.598958,0.625,6
00110010111011,-2.33333,0.561198,0.5,7
111000101001101,-2.6875,0.574219,0.5625,7
111000101001001,-2.6888,0.580729,0.5625,7
111101111100011,-2.07422,0.625,0.4375,5
1110101101101001,-1.38021,0.658854,0.625,5
01100010001011,-1.27604,0.641927,0.5625,7
1110111010010011,-1.60938,0.632812,0.5625,7
01100000110011,-3.23438,0.554688,0.4375,7
0101001100101001,-1.8763,0.619792,0.625,7
0101110001001111,-3.64714,0.520833,0.4375,6
0101110100010001,-4.45964,0.481771,0.375,6
0011011000100001,-2.60938,0.605469,0.5625,7
01101011011011,-1.20964,0.638021,0.625,7
010000100101,-1.64583,0.674479,0.375,5
110011011010001,-2.33333,0.561198,0.5,8
0111110011001111,-1.84505,0.651042,0.5,6
100101111011101,-1.60938,0.632812,0.5625,8
101001000110001,-1.60938,0.632812,0.5625,8
001000000101101,-1.84505,0.651042,0.5,6
010101101001,-1.85938,0.628906,0.5625,8
0110000000001111,-1.83854,0.606771,0.5,5
1111101000011111,-1.49089,0.638021,0.4375,6
0100100001110101,-2.83464,0.559896,0.5,8
1101011111111,-1.92839,0.645833,0.5,7
01000000111,-3.04167,0.622396,0.3125,6
1101001110101011,-1.83854,0.606771,0.5,8
0000100010001101,-3.47005,0.572917,0.375,6
0111100001011001,-1.77083,0.596354,0.5625,7
1110111101111,-1.84505,0.651042,0.5,7
1111000010100001,-3.64714,0.520833,0.4375,5
01000100000111,-2.65755,0.611979,0.4375,7
0111111010110101,-1.03255,0.690104,0.5625,7
1100101100100001,-2.02214,0.598958,0.5625,8
11110101010001,-4.79167,0.466146,0.375,6
011011010000101,-2.6888,0.580729,0.5625,7
1000110000011101,-3.0638,0.533854,0.4375,6
0100001100101001,-1.38021,0.658854,0.625,6
11011100100101,-3.5,0.535156,0.5,6
0011111110011011,-2.65755,0.611979,0.4375,7
1010110000001101,-3.0638,0.533854,0.4375,6
0001110011111001,-2.10547,0.59375,0.5625,8
000010100011,-1.64583,0.674479,0.375,6
0101000000010111,-3.23438,0.554688,0.4375,7
1000111111001011,-3.23438,0.554688,0.4375,7
001101001101001,-1.79297,0.625,0.625,7
001001101110111,-3.0638,0.533854,0.4375,6
00101011101101,-1.70833,0.611979,0.625,6
010100101011001,-2.83464,0.559896,0.5,7
000001101010001,-2.07422,0.625,0.4375,7
111111100111011,-1.64583,0.674479,0.375,6
1100000100011011,-1.4388,0.611979,0.5625,7
1010001001110001,-2.91797,0.554688,0.5,6
000001100111011,-2.2513,0.572917,0.5,6
100010101110111,-5.04297,0.46875,0.375,6
0001101111101101,-1.60938,0.632812,0.5625,8
0100011010001101,-2.60547,0.585938,0.5625,7
1100001011001011,-2.33333,0.561198,0.5,7
010111101111001,-1.50521,0.615885,0.5,7
00000010011001,-1.16667,0.704427,0.4375,7
01110001001101,-3.5013,0.541667,0.5,6
110011110101001,-2.2513,0.572917,0.5,7
1101001110001011,-1.66797,0.585938,0.5,8
010110111101111,-1.34505,0.658854,0.5,6
011010000111011,-1.70833,0.611979,0.625,6
001000000001101,-1.75,0.691406,0.4375,6
1101110110000101,-3.64714,0.520833,0.4375,6
00000111110011,-3.0638,0.533854,0.4375,6
00010011011011,-1.29297,0.632812,0.625,5
1001110001000101,-2.6888,0.580729,0.5625,7
1001110000000011,-1.60938,0.632812,0.5625,7
101001000100011,-1.27604,0.641927,0.5625,7
0010001110111101,-2.83464,0.559896,0.5,6
0011000000101101,-1.83854,0.606771,0.5,7
011010110010101,-3.5,0.535156,0.5,6
1101111001011,-2.91797,0.554688,0.5,6
0100010010111111,-3.64714,0.520833,0.4375,5
0101100111101101,-1.85938,0.628906,0.5625,8
000111101100001,-1.20964,0.638021,0.625,7
0111011110000001,-3.16667,0.544271,0.5,6
1100001100000001,-2.07422,0.625,0.4375,6
0110101011111,-2.83464,0.559896,0.5,8
01000111101011,-1.77083,0.596354,0.5625,8
1010000110011011,-2.10417,0.58724,0.5625,8
11001100101,-3.71354,0.52474,0.375,5
1101000011100101,-3.5,0.535156,0.5,6
110010001100101,-4.45964,0.481771,0.375,6
1000101111110001,-1.66797,0.585938,0.5,8
0110111110100101,-1.60938,0.632812,0.5625,7
1010111010010001,-1.77083,0.596354,0.5625,7
1110100111001111,-1.92839,0.645833,0.5,7
1110001111111001,-1.84505,0.651042,0.5,7
0111111001110101,-2.07422,0.625,0.4375,7
0101100011001001,-2.02214,0.598958,0.5625,8
1001111100011011,-3.23438,0.554688,0.4375,7
100111100111111,-1.11589,0.684896,0.5625,6
100111101001,-2.02214,0.598958,0.5625,6
0100101101010011,-2.33333,0.561198,0.5,8
0001001111,-1.49089,0.638021,0.4375,6
00100010100001,-1.16667,0.704427,0.4375,7
110001101110101,-2.91797,0.554688,0.5,8
0001011010100101,-1.0638,0.658854,0.6875,6
1010000100010111,-2.10547,0.59375,0.5625,7
1010100110011,-2.10547,0.59375,0.5625,7
101110101100001,-3.16667,0.544271,0.5,8
1110110101011,-2.60547,0.585938,0.5625,7
0101001010101111,-2.02214,0.598958,0.5625,6
11000101001001,-2.08854,0.602865,0.5,7
0110010010010111,-1.47917,0.638021,0.6875,8
0111110011001,-3.16667,0.544271,0.5,6
0001100101100101,-1.79297,0.625,0.625,7
01011100010111,-4.20833,0.479167,0.375,5
1110001011011101,-2.08854,0.602865,0.5,6
00110001010111,-2.2513,0.572917,0.5,8
00001101001,-1.64583,0.674479,0.375,5
001010011001011,-0.792969,0.710938,0.875,6
0010001110100001,-2.90104,0.563802,0.4375,7
000100101111111,-3.64714,0.520833,0.4375,7
01101101011001,-2.10417,0.58724,0.5625,6
110011000101101,-2.58333,0.557292,0.5,5
1010011100010001,-2.83464,0.559896,0.5,7
1100111001001101,-4.3138,0.502604,0.4375,7
011010111100111,-2.02604,0.61849,0.5625,7
1101111101110001,-2.74089,0.606771,0.4375,7
010000011001011,-1.25521,0.690104,0.75,5
0010110011010101,-2.10417,0.58724,0.5625,8
1110011000111,-1.875,0.613281,0.625,8
1100111011000001,-2.91667,0.548177,0.5,6
101100111001,-3.64714,0.520833,0.4375,6
1010011111001,-2.10417,0.58724,0.5625,8
010010111011011,-1.0013,0.674479,0.75,6
1010101110111001,-2.90104,0.563802,0.4375,7
1001111010101,-3.10417,0.559896,0.5625,8
00000111011,-1.34505,0.658854,0.5,6
1001000100101001,-1.21354,0.657552,0.625,7
01010111111001,-2.2513,0.572917,0.5,7
100000000110011,-1.84505,0.651042,0.5,6
0001110101010011,-3.16667,0.544271,0.5,8
1111111011000001,-3.00521,0.580729,0.5,7
0010101001010001,-1.50521,0.615885,0.5,6
0100001110100101,-1.20964,0.638021,0.625,7
0110100100011111,-1.8138,0.635417,0.6875,7
01010100101101,-2.83464,0.559896,0.5,6
110000101111,-3.64714,0.520833,0.4375,5
0111010001010001,-4.23047,0.507812,0.4375,7
01111111011111,-1.64583,0.674479,0.375,6
100010110110111,-2.60547,0.585938,0.5625,7
11111000001111,-2.2513,0.572917,0.5,6
0111000101100001,-3.41797,0.546875,0.5,6
101000111100001,-2.2513,0.572917,0.5,8
010110011100101,-1.52083,0.60026,0.5625,8
0101000010010101,-3.00521,0.580729,0.5,7
1111000001110001,-5.125,0.457031,0.375,7
000011110001001,-3.23438,0.554688,0.4375,7
1011010101011011,-1.38021,0.658854,0.625,5
1011101110011111,-1.97917,0.665365,0.375,6
111111010000011,-3.5013,0.541667,0.5,7
0111001100111111,-3.47005,0.572917,0.375,6
110001010111,-2.83464,0.559896,0.5,7
110111000010011,-1.77083,0.596354,0.5625,7
1111000001,-4.28255,0.533854,0.3125,5
1101110100110001,-3.0638,0.533854,0.4375,6
1001101011101,-3.10417,0.559896,0.5625,8
001000011010111,-2.91797,0.554688,0.5,8
1011110000011001,-1.52083,0.60026,0.5625,8
1110001110001011,-2.2513,0.572917,0.5,8
011000110100001,-1.83854,0.606771,0.5,6
0101111111110011,-1.64583,0.674479,0.375,6
10100100101,-2.88672,0.585938,0.375,5
01110101011101,-4.45964,0.481771,0.375,6
0010110100001011,-3.41797,0.546875,0.5,7
11111011,-5.85547,0.429688,0.3125,5
0000101110111101,-2.83464,0.559896,0.5,6
110101010010111,-1.4388,0.611979,0.5625,7
1011010001011101,-2.10547,0.59375,0.5625,8
1001111010000101,-1.875,0.613281,0.625,8
1010001001100111,-2.33333,0.561198,0.5,8
10001010101011,-4.23047,0.507812,0.4375,7
101110001110011,-2.60547,0.585938,0.5625,7
01110100110001,-3.64714,0.520833,0.4375,6
10001100001001,-2.07422,0.625,0.4375,7
110110100101111,-1.50521,0.615885,0.5,6
1101010011101101,-3.42188,0.566406,0.5,7
0001100011000101,-1.85938,0.628906,0.5625,8
0001101001111,-1.52214,0.606771,0.5625,7
0100010000010001,-2.22917,0.661458,0.375,4
0111110101010101,-4.63021,0.502604,0.375,5
101000101100101,-3.64714,0.520833,0.4375,7
1001101100101101,-1.8763,0.619792,0.625,7
1101111100000001,-5.125,0.457031,0.375,7
101010010001,-1.92839,0.645833,0.5,7
1001110101101101,-1.79688,0.644531,0.625,6
1110001111001001,-1.4388,0.611979,0.5625,7
00100011111011,-2,0.570312,0.5,7
110110111010001,-2.83464,0.559896,0.5,6
0000011010010101,-1.85938,0.628906,0.5625,8
01001010100011,-3.00521,0.580729,0.5,7
1101010110111111,-1.64583,0.674479,0.375,5
1010110100101,-2.83464,0.559896,0.5,7
1001010100000001,-2.74089,0.606771,0.4375,7
011001001010111,-2.33333,0.561198,0.5,8
0110111100000111,-4.3138,0.502604,0.4375,7
1010111111000111,-2.07422,0.625,0.4375,7
10001000101101,-2.42188,0.59375,0.5,6
00010001011111,-2.83464,0.559896,0.5,7
10100000100011,-2.88672,0.585938,0.375,6
010111100110001,-1.52083,0.60026,0.5625,8
11101111110001,-4.04688,0.515625,0.375,7
110110010011001,-2.10417,0.58724,0.5625,6
1001001110000011,-2.2513,0.572917,0.5,6
01010001001001,-1.84505,0.651042,0.5,7
100111000010101,-2.10547,0.59375,0.5625,8
0000000001101011,-3.32422,0.59375,0.4375,6
011110001010111,-2.10547,0.59375,0.5625,8
0100001001001101,-2.42188,0.59375,0.5,6
0111000011011,-3.64714,0.520833,0.4375,7
100110010101111,-1.20964,0.638021,0.625,7
0101000010011,-2.07422,0.625,0.4375,5
01100110001,-2.07422,0.625,0.4375,6
0100100111101011,-2.02214,0.598958,0.5625,6
100010111000111,-4.3125,0.496094,0.4375,7
011100100001011,-2.10547,0.59375,0.5625,8
1110100010100011,-2.91667,0.548177,0.5,7
0000101101000011,-2.90104,0.563802,0.4375,7
1110011100011101,-1.85938,0.628906,0.5625,8
0001110111000101,-3.16667,0.544271,0.5,8
111110001111111,-3.375,0.613281,0.3125,6
0111001011100001,-2.6875,0.574219,0.5625,7
0101110111111101,-3.04167,0.622396,0.3125,6
110001100100001,-1.83854,0.606771,0.5,6
011010111001101,-1.8138,0.635417,0.6875,7
00110001110011,-1.66797,0.585938,0.5,5
010010001001001,-1.05339,0.700521,0.625,6
10100011101101,-2.10417,0.58724,0.5625,8
0010001110010111,-3.10417,0.559896,0.5625,8
1101001101011,-2.10417,0.58724,0.5625,8
1000110101000011,-2.02214,0.598958,0.5625,8
011100111111011,-2.74089,0.606771,0.4375,7
1010011000011,-1.38021,0.658854,0.625,6
0011100001100011,-1.79297,0.625,0.625,7
10101011110001,-2.33333,0.561198,0.5,8
10011010011011,-1.47917,0.638021,0.6875,8
0010110111100001,-0.958333,0.635417,0.625,7
011000110010001,-3.23438,0.554688,0.4375,7
1001001001010001,-2.02604,0.61849,0.5625,7
111011011011111,-1.35417,0.716146,0.5,7
110111001010011,-2.02214,0.598958,0.5625,8
100011110101101,-2.02214,0.598958,0.5625,6
0110111011110011,-1.26172,0.664062,0.5,6
0110101111101111,-1.75,0.691406,0.4375,6
111101011100001,-2.83464,0.559896,0.5,6
01111011001101,-2.6888,0.580729,0.5625,7
011111011110011,-1.11589,0.684896,0.5625,6
00100010010111,-1.50521,0.615885,0.5,7
01000000100101,-1.9375,0.703125,0.5,6
111100100000101,-3.0638,0.533854,0.4375,6
1000010111001011,-2.10417,0.58724,0.5625,8
01111010101,-3.41797,0.546875,0.5,6
011100001010101,-3.0638,0.533854,0.4375,6
010111001000101,-2.2513,0.572917,0.5,8
1110110101100001,-2.02214,0.598958,0.5625,6
0101011101011111,-4.28255,0.533854,0.3125,5
00011111000001,-4.29688,0.511719,0.375,7
00010100001101,-2.07422,0.625,0.4375,6
011110011,-2.60938,0.605469,0.5625,7
1001011000001001,-1.25521,0.690104,0.75,5
10010100011111,-2.29167,0.598958,0.625,6
11011000110111,-4.45964,0.481771,0.375,6
1101110010110101,-2.08854,0.602865,0.5,7
101000100001011,-1.60938,0.632812,0.5625,8
0110011001110111,-2.31771,0.576823,0.4375,5
0000100001000011,-1.41667,0.700521,0.4375,7
0110000000110011,-3.23438,0.554688,0.4375,7
100011100100001,-2.42188,0.59375,0.5,6
000001111101111,-2.83464,0.559896,0.5,8
0000011011110101,-2.91667,0.548177,0.5,6
010100100001001,-2.07422,0.625,0.4375,6
11010111000101,-3.75,0.53125,0.5,6
1110011111110011,-1.64583,0.674479,0.375,5
1110110000010101,-2.33333,0.561198,0.5,8
1001000011100011,-2.6888,0.580729,0.5625,7
10010101001101,-2.02214,0.598958,0.5625,8
100111001101111,-2.67188,0.589844,0.5,7
0101111111101111,-1.72005,0.729167,0.3125,6
0010000101101011,-2.60547,0.585938,0.5625,7
1011010100011,-2.02214,0.598958,0.5625,7
011101000000001,-2.07422,0.625,0.4375,7
00011010111011,-2.10417,0.58724,0.5625,8
0001001010000111,-1.85938,0.628906,0.5625,8
01111000101111,-2.10547,0.59375,0.5625,7
0011001001100111,-2.91667,0.548177,0.5,6
01001101011001,-2.83464,0.559896,0.5,6
0111001001111,-2.91667,0.548177,0.5,6
1111110100101101,-2.07422,0.625,0.4375,5
0101101110101,-1.77083,0.596354,0.5625,7
1010100010001101,-3.0638,0.533854,0.4375,6
000010011111001,-2.10547,0.59375,0.5625,7
0101110101111011,-2.07422,0.625,0.4375,7
0010000010001,-1.72005,0.729167,0.3125,6
00111000101001,-1.60938,0.632812,0.5625,8
0011111101100001,-2.6888,0.580729,0.5625,7
1111100100001111,-1.83854,0.606771,0.5,5
0001110001011001,-2.10547,0.59375,0.5625,6
11101111001011,-3.48438,0.550781,0.4375,7
110011011010011,-2.10547,0.59375,0.5625,8
0001010101100111,-3.5,0.535156,0.5,6
0111111110110111,-1.57422,0.75,0.375,6
1101010111000101,-4.45964,0.481771,0.375,6
111010111111101,-2.5625,0.652344,0.375,5
11101100111011,-5.10938,0.472656,0.3125,4
1001000011100101,-2.6888,0.580729,0.5625,7
101101101011,-3.5,0.535156,0.5,6
1111010101100001,-3.5013,0.541667,0.5,6
111101111000111,-2.07422,0.625,0.4375,7
11101111101001,-3.23438,0.554688,0.4375,7
1111111111111111,-0,1,0,2
1000001101001011,-2.10547,0.59375,0.5625,7
10001111001,-3.23438,0.554688,0.4375,7
0000000000000111,-2.53255,0.690104,0.25,4
0001011000001,-1.35417,0.716146,0.5,7
1011110010100011,-2.02214,0.598958,0.5625,6
1111110000000111,-2.2513,0.572917,0.5,6
1001010001111111,-2.60938,0.605469,0.5625,7
1101000110001101,-2,0.570312,0.5,7
1001000111110001,-3.72917,0.509115,0.4375,6
0010101001111101,-2.2513,0.572917,0.5,7
1110000000111111,-2.2513,0.572917,0.5,6
0001001100011011,-4.45964,0.481771,0.375,6
00101100111,-2.08854,0.602865,0.5,6
00000101000001,-2.53255,0.690104,0.25,4
1101111110011,-2.90104,0.563802,0.4375,7
001010111100011,-1.70833,0.611979,0.625,6
000000000111011,-3.47005,0.572917,0.375,6
101100100010101,-4.3138,0.502604,0.4375,7
101100111010011,-2.83464,0.559896,0.5,6
1111001110011001,-2.08854,0.602865,0.5,6
10011001011101,-1.54167,0.622396,0.625,7
100000101000111,-3.48438,0.550781,0.4375,7
0010101111010011,-2.10547,0.59375,0.5625,8
0011010011001111,-2.02214,0.598958,0.5625,6
0000011110011101,-3.16667,0.544271,0.5,8
1011011110110011,-3.47005,0.572917,0.375,6
1111001011001101,-1.83854,0.606771,0.5,7
1100110101000101,-4.79167,0.466146,0.375,6
1110110010010101,-2.10547,0.59375,0.5625,8
1100010101101,-1.8763,0.619792,0.625,7
1011101110001001,-3.0638,0.533854,0.4375,6
101110111000101,-4.45964,0.481771,0.375,6
100101100111011,-1.0638,0.658854,0.6875,6
1111001001100011,-2.91797,0.554688,0.5,8
1110001100100101,-1.77083,0.596354,0.5625,8
1101100010010101,-2.10417,0.58724,0.5625,8
0100011111110011,-2.31771,0.576823,0.4375,7
001111011011011,-1.21354,0.657552,0.625,7
11101110001101,-2.2513,0.572917,0.5,7
0000000000100001,-1.13021,0.815104,0.25,4
000000011000001,-0.990885,0.763021,0.375,6
101101100110111,-1.21354,0.657552,0.625,7
0010101001110011,-3.39583,0.518229,0.4375,7
1110001110111111,-1.75,0.691406,0.4375,6
1110110011111,-4.29688,0.511719,0.375,7
1101001111111001,-1.92839,0.645833,0.5,7
0100000000010111,-2.74089,0.606771,0.4375,7
11010100001011,-2.10547,0.59375,0.5625,8
0100101000000101,-1.84505,0.651042,0.5,6
01100100110111,-3.5,0.535156,0.5,6
1001111110110111,-1.41667,0.700521,0.4375,7
000000010100001,-0.907552,0.768229,0.375,6
0100000101001111,-3.64714,0.520833,0.4375,6
0001100001110111,-3.16667,0.544271,0.5,6
1011111101101111,-1.57422,0.75,0.375,6
111100100000111,-2,0.570312,0.5,7
1110111011000011,-2.08854,0.602865,0.5,6
1110000111011011,-1.60938,0.632812,0.5625,8
0010100001100101,-1.27604,0.641927,0.5625,7
011011011111,-2.10547,0.59375,0.5625,7
0100101101111101,-1.85938,0.628906,0.5625,8
000010001011,-1.97917,0.665365,0.375,6
000000100001011,-1.75,0.691406,0.4375,6
10111100101011,-3.0638,0.533854,0.4375,6
000000101100101,-2.88672,0.585938,0.375,6
01000010011011,-1.60938,0.632812,0.5625,8
010010100000011,-1.92839,0.645833,0.5,7
0100100110000001,-1.11589,0.684896,0.5625,6
010111100001001,-2.2513,0.572917,0.5,6
1000101001001001,-2.02604,0.61849,0.5625,7
010111011110001,-1.4388,0.611979,0.5625,7
1011111110000101,-2.90104,0.563802,0.4375,7
00111000011101,-2.2513,0.572917,0.5,7
111111100010011,-2.90104,0.563802,0.4375,7
100010011110001,-2.02214,0.598958,0.5625,7
01010010110001,-2.08854,0.602865,0.5,7
001001111011,-2.2513,0.572917,0.5,8
0001010011101111,-3.5013,0.541667,0.5,7
0100100110100111,-1.47917,0.638021,0.6875,8
101010000110111,-3.16667,0.544271,0.5,6
100001101101,-1.60938,0.632812,0.5625,8
1000000111110101,-3.39583,0.518229,0.4375,7
1100100110001111,-2.91797,0.554688,0.5,8
0111111010100111,-1.03255,0.690104,0.5625,7
0111111011111101,-0.907552,0.768229,0.375,6
010010101100001,-1.83854,0.606771,0.5,7
0100000110010101,-2.60938,0.605469,0.5625,7
1111010111110001,-4.28255,0.533854,0.3125,5
0101011001001001,-1.8138,0.635417,0.6875,7
0110101101001011,-2.02214,0.598958,0.5625,6
11111110101011,-3.47005,0.572917,0.375,6
1110010100010001,-2.83464,0.559896,0.5,6
011110001001001,-1.8138,0.635417,0.6875,7
1011000111001,-2.2513,0.572917,0.5,8
101000100111001,-3.64714,0.520833,0.4375,6
0111101110000111,-1.79688,0.644531,0.625,6
0011001001111,-2.91797,0.554688,0.5,8
10010110001001,-0.984375,0.683594,0.6875,7
0000110010111111,-4.45964,0.481771,0.375,6
1001010000110101,-2.10547,0.59375,0.5625,8
0101001111100111,-2.08854,0.602865,0.5,7
0001000101001101,-3.23438,0.554688,0.4375,7
0011110000111101,-1.66797,0.585938,0.5,5
0001101111,-1.50521,0.615885,0.5,7
000000000011111,-3.47005,0.572917,0.375,6
1110101111000001,-2.2513,0.572917,0.5,6
1100110100011001,-2.58333,0.557292,0.5,8
